Bairro,Candidato,Votos
SITIO BURITIZAL,22111 VINÍCIUS OLINDA,16
SITIO BURITIZAL,22444 EDILENE QUEROGA,1
SITIO BURITIZAL,22777 GUI DA PADARIA,2
SITIO BURITIZAL,22999 PITANGA DA FUNERÁRIA,3
SITIO BURITIZAL,27456 ENFERMEIRA MARCIA,5
SITIO BURITIZAL,27888 MARCELO DO PAREDÃO,24
SITIO BURITIZAL,27999 JUNIOR GENRO JULIO,13
SITIO BURITIZAL,28007 JOSUÉ CORREIA,4
SITIO BURITIZAL,28123 PRISCILA LIMA,40
SITIO BURITIZAL,28333 ADILENE NOBRE,1
SITIO BURITIZAL,28888 VALDECIR,13
SITIO BURITIZAL,40000 VIEIRA DO TIQUINHO,9
SITIO BURITIZAL,40111 ALLISON CAMILO,10
SITIO BURITIZAL,40123 BETO RAMIRES,7
SITIO BURITIZAL,40444 ADONIAS DO TURISMO,12
SITIO BURITIZAL,40555 NOVO CONSTRUÇÃO,18
SITIO BURITIZAL,44555 LURDENIS VIEIRA,40
SITIO BURITIZAL,44567 NETO DANTAS,11
SITIO BURITIZAL,44789 LUCIÉDSON FREITAS,9
SITIO BURITIZAL,44900 SHEIK DO DR BRUNO,6
SITIO BURITIZAL,45555 FRANCISCO DO BALBINO,8
SITIO BURITIZAL,45678 JUNIOR DO ZE AIRTON,8
SITIO BURITIZAL,45777 BRUMARK,10
SITIO BURITIZAL,22100 NÚBIA DO ABRIGO MASCOTINHO,2
SITIO BURITIZAL,22555 RAFAEL OLIVEIRA,6
SITIO BURITIZAL,27000 LAURO CARDOSO,2
SITIO BURITIZAL,27123 MARCIO RABELO,3
SITIO BURITIZAL,28000 VLADIA DE OLIVEIRA,1
SITIO BURITIZAL,44123 GAVIÃO SILVA,4
SITIO BURITIZAL,44333 ELISANGELA SILVA,1
SITIO BURITIZAL,44456 JEOVANE DO GÁS,1
SITIO BURITIZAL,45121 MAZE,1
SITIO BURITIZAL,45123 DUDU DA CAPONGA,1
SITIO BURITIZAL,45444 PALOMA DELRIO,2
SITIO BURITIZAL,20777 CLAUDIA MARIA,1
SITIO BURITIZAL,22222 RAFAEL AZEVEDO,3
SITIO BURITIZAL,40789 GIRLANE DO CEDRO,1
SITIO BURITIZAL,44444 KEKEU DO MUCURA,3
SITIO BURITIZAL,45000 MAJU,1
SITIO BURITIZAL,70100 RUBENILTON,1
SITIO MANGUINHO,10123 PAULINHO PROMOÇÕES,4
SITIO MANGUINHO,10333 DAVID GARCÊS,3
SITIO MANGUINHO,10777 PAULO DA JUDITE,1
SITIO MANGUINHO,10789 FLÁVIO CASCAVELENSE,14
SITIO MANGUINHO,11000 FREITAS DA SAÚDE,5
SITIO MANGUINHO,11123 DALVA DO MANGUINHOS,3
SITIO MANGUINHO,11789 EDUARDO CRUZ,1
SITIO MANGUINHO,12123 NENEM DA VIUVA,3
SITIO MANGUINHO,12777 VITORIA MARTINS,1
SITIO MANGUINHO,12888 NETO POLI,13
SITIO MANGUINHO,13000 MARIA JÔ,1
SITIO MANGUINHO,13123 PROFESSOR ADEILDO,3
SITIO MANGUINHO,13444 TIAGO ROCHA,2
SITIO MANGUINHO,13789 PROFESSOR ERIVAN,2
SITIO MANGUINHO,22111 VINÍCIUS OLINDA,29
SITIO MANGUINHO,22222 RAFAEL AZEVEDO,2
SITIO MANGUINHO,27000 LAURO CARDOSO,4
SITIO MANGUINHO,27123 MARCIO RABELO,1
SITIO MANGUINHO,27456 ENFERMEIRA MARCIA,9
SITIO MANGUINHO,27999 JUNIOR GENRO JULIO,1
SITIO MANGUINHO,28007 JOSUÉ CORREIA,3
SITIO MANGUINHO,28123 PRISCILA LIMA,6
SITIO MANGUINHO,28666 FANTIQUIM,3
SITIO MANGUINHO,28888 VALDECIR,3
SITIO MANGUINHO,40000 VIEIRA DO TIQUINHO,6
SITIO MANGUINHO,40444 ADONIAS DO TURISMO,1
SITIO MANGUINHO,40555 NOVO CONSTRUÇÃO,3
SITIO MANGUINHO,44789 LUCIÉDSON FREITAS,3
SITIO MANGUINHO,45000 MAJU,1
SITIO MANGUINHO,45555 FRANCISCO DO BALBINO,3
SITIO MANGUINHO,45678 JUNIOR DO ZE AIRTON,2
SITIO HIGINO,10000 LUZIANE DO MUCURA,5
SITIO HIGINO,10123 PAULINHO PROMOÇÕES,4
SITIO HIGINO,10333 DAVID GARCÊS,1
SITIO HIGINO,10456 GLEIDSON DA BOA AGUA,2
SITIO HIGINO,10777 PAULO DA JUDITE,9
SITIO HIGINO,10789 FLÁVIO CASCAVELENSE,8
SITIO HIGINO,11000 FREITAS DA SAÚDE,9
SITIO HIGINO,11111 PASTORA HELENA CORDEIRO,1
SITIO HIGINO,11222 SEBASTIÃO UCHÔA,28
SITIO HIGINO,12012 MARIANGELA,3
SITIO HIGINO,12123 NENEM DA VIUVA,7
SITIO HIGINO,12345 DR GUTEMBERG,1
SITIO HIGINO,12777 VITORIA MARTINS,3
SITIO HIGINO,12888 NETO POLI,2
SITIO HIGINO,13123 PROFESSOR ADEILDO,11
SITIO HIGINO,13222 FÁBIA NAPOLEAO,1
SITIO HIGINO,13444 TIAGO ROCHA,14
SITIO HIGINO,13789 PROFESSOR ERIVAN,9
SITIO HIGINO,22000 CLAUDEMIR TOCA FOGO,19
SITIO HIGINO,22100 NÚBIA DO ABRIGO MASCOTINHO,1
SITIO HIGINO,22222 RAFAEL AZEVEDO,29
SITIO HIGINO,22333 TAZIA XAVIER,1
SITIO HIGINO,22777 GUI DA PADARIA,1
SITIO HIGINO,22999 PITANGA DA FUNERÁRIA,13
SITIO HIGINO,27000 LAURO CARDOSO,3
SITIO HIGINO,27123 MARCIO RABELO,3
SITIO HIGINO,27456 ENFERMEIRA MARCIA,4
SITIO HIGINO,27888 MARCELO DO PAREDÃO,11
SITIO HIGINO,28007 JOSUÉ CORREIA,1
SITIO HIGINO,28028 MAILSON,1
SITIO HIGINO,28123 PRISCILA LIMA,12
SITIO HIGINO,28777 CLENILDO QUEIROZ,5
SITIO HIGINO,28888 VALDECIR,8
SITIO HIGINO,40000 VIEIRA DO TIQUINHO,5
SITIO HIGINO,40111 ALLISON CAMILO,1
SITIO HIGINO,40123 BETO RAMIRES,2
SITIO HIGINO,40222 NETA FREITAS,1
SITIO HIGINO,40444 ADONIAS DO TURISMO,2
SITIO HIGINO,40456 JORDANA BRAGA,1
SITIO HIGINO,40555 NOVO CONSTRUÇÃO,1
SITIO HIGINO,44000 OLIVEIRA SILVA,1
SITIO HIGINO,44123 GAVIÃO SILVA,2
SITIO HIGINO,44444 KEKEU DO MUCURA,3
SITIO HIGINO,44555 LURDENIS VIEIRA,1
SITIO HIGINO,44567 NETO DANTAS,5
SITIO HIGINO,44900 SHEIK DO DR BRUNO,3
SITIO HIGINO,45555 FRANCISCO DO BALBINO,1
SITIO HIGINO,45777 BRUMARK,4
JACARECOARA(RIACHO FUNDO),10000 LUZIANE DO MUCURA,8
JACARECOARA(RIACHO FUNDO),10123 PAULINHO PROMOÇÕES,7
JACARECOARA(RIACHO FUNDO),10222 MICHAEL SULLYVAN,1
JACARECOARA(RIACHO FUNDO),10333 DAVID GARCÊS,9
JACARECOARA(RIACHO FUNDO),10456 GLEIDSON DA BOA AGUA,4
JACARECOARA(RIACHO FUNDO),10777 PAULO DA JUDITE,13
JACARECOARA(RIACHO FUNDO),10789 FLÁVIO CASCAVELENSE,5
JACARECOARA(RIACHO FUNDO),11000 FREITAS DA SAÚDE,6
JACARECOARA(RIACHO FUNDO),11190 MAGALY MORAIS,1
JACARECOARA(RIACHO FUNDO),11222 SEBASTIÃO UCHÔA,112
JACARECOARA(RIACHO FUNDO),11789 EDUARDO CRUZ,1
JACARECOARA(RIACHO FUNDO),11999 JAIRO TAXISTA,5
JACARECOARA(RIACHO FUNDO),12789 DAYANE,1
JACARECOARA(RIACHO FUNDO),12888 NETO POLI,4
JACARECOARA(RIACHO FUNDO),13000 MARIA JÔ,1
JACARECOARA(RIACHO FUNDO),13123 PROFESSOR ADEILDO,19
JACARECOARA(RIACHO FUNDO),13222 FÁBIA NAPOLEAO,15
JACARECOARA(RIACHO FUNDO),13567 PROFESSOR OZELITO,35
JACARECOARA(RIACHO FUNDO),13789 PROFESSOR ERIVAN,15
JACARECOARA(RIACHO FUNDO),18555 TICO,1
JACARECOARA(RIACHO FUNDO),22000 CLAUDEMIR TOCA FOGO,8
JACARECOARA(RIACHO FUNDO),22100 NÚBIA DO ABRIGO MASCOTINHO,3
JACARECOARA(RIACHO FUNDO),22111 VINÍCIUS OLINDA,19
JACARECOARA(RIACHO FUNDO),22222 RAFAEL AZEVEDO,3
JACARECOARA(RIACHO FUNDO),22555 RAFAEL OLIVEIRA,2
JACARECOARA(RIACHO FUNDO),22777 GUI DA PADARIA,1
JACARECOARA(RIACHO FUNDO),22888 LEIDIANE CIRÍACO,2
JACARECOARA(RIACHO FUNDO),22999 PITANGA DA FUNERÁRIA,2
JACARECOARA(RIACHO FUNDO),27000 LAURO CARDOSO,17
JACARECOARA(RIACHO FUNDO),27123 MARCIO RABELO,3
JACARECOARA(RIACHO FUNDO),27456 ENFERMEIRA MARCIA,3
JACARECOARA(RIACHO FUNDO),27888 MARCELO DO PAREDÃO,2
JACARECOARA(RIACHO FUNDO),28007 JOSUÉ CORREIA,1
JACARECOARA(RIACHO FUNDO),28123 PRISCILA LIMA,15
JACARECOARA(RIACHO FUNDO),28777 CLENILDO QUEIROZ,2
JACARECOARA(RIACHO FUNDO),28888 VALDECIR,4
JACARECOARA(RIACHO FUNDO),40000 VIEIRA DO TIQUINHO,10
JACARECOARA(RIACHO FUNDO),40555 NOVO CONSTRUÇÃO,5
JACARECOARA(RIACHO FUNDO),44000 OLIVEIRA SILVA,33
JACARECOARA(RIACHO FUNDO),44111 DODÓ,1
JACARECOARA(RIACHO FUNDO),44123 GAVIÃO SILVA,3
JACARECOARA(RIACHO FUNDO),44444 KEKEU DO MUCURA,1
JACARECOARA(RIACHO FUNDO),44456 JEOVANE DO GÁS,12
JACARECOARA(RIACHO FUNDO),44555 LURDENIS VIEIRA,4
JACARECOARA(RIACHO FUNDO),44567 NETO DANTAS,2
JACARECOARA(RIACHO FUNDO),44900 SHEIK DO DR BRUNO,1
JACARECOARA(RIACHO FUNDO),45111 BAMBAM DAS PEGADINHAS,2
JACARECOARA(RIACHO FUNDO),45121 MAZE,2
JACARECOARA(RIACHO FUNDO),45555 FRANCISCO DO BALBINO,7
JACARECOARA(RIACHO FUNDO),45678 JUNIOR DO ZE AIRTON,4
JACARECOARA(RIACHO FUNDO),45777 BRUMARK,1
JACARECOARA(RIACHO FUNDO),45888 ZE DO JORNAL,6
JACARECOARA(RIACHO FUNDO),11111 PASTORA HELENA CORDEIRO,1
JACARECOARA(RIACHO FUNDO),13444 TIAGO ROCHA,4
JACARECOARA(RIACHO FUNDO),20333 CELIA DAS MARIAS,1
JACARECOARA(RIACHO FUNDO),20456 VERA DANTAS,1
JACARECOARA(RIACHO FUNDO),27111 DIEGO MARADONA,1
JACARECOARA(RIACHO FUNDO),40444 ADONIAS DO TURISMO,1
MOITA REDONDA,10123 PAULINHO PROMOÇÕES,13
MOITA REDONDA,10777 PAULO DA JUDITE,60
MOITA REDONDA,10789 FLÁVIO CASCAVELENSE,80
MOITA REDONDA,11000 FREITAS DA SAÚDE,17
MOITA REDONDA,11222 SEBASTIÃO UCHÔA,15
MOITA REDONDA,12888 NETO POLI,11
MOITA REDONDA,13123 PROFESSOR ADEILDO,37
MOITA REDONDA,13444 TIAGO ROCHA,37
MOITA REDONDA,13789 PROFESSOR ERIVAN,7
MOITA REDONDA,18000 PROFESSOR JOSÉ BESOURO,7
MOITA REDONDA,22000 CLAUDEMIR TOCA FOGO,6
MOITA REDONDA,22111 VINÍCIUS OLINDA,35
MOITA REDONDA,22222 RAFAEL AZEVEDO,3
MOITA REDONDA,22555 RAFAEL OLIVEIRA,4
MOITA REDONDA,22888 LEIDIANE CIRÍACO,1
MOITA REDONDA,22999 PITANGA DA FUNERÁRIA,7
MOITA REDONDA,27000 LAURO CARDOSO,11
MOITA REDONDA,27123 MARCIO RABELO,19
MOITA REDONDA,27888 MARCELO DO PAREDÃO,1
MOITA REDONDA,28028 MAILSON,1
MOITA REDONDA,28123 PRISCILA LIMA,25
MOITA REDONDA,28124 MARLY DO BENJAMIN,1
MOITA REDONDA,28555 DR RUBENS,1
MOITA REDONDA,40000 VIEIRA DO TIQUINHO,36
MOITA REDONDA,40444 ADONIAS DO TURISMO,4
MOITA REDONDA,40555 NOVO CONSTRUÇÃO,42
MOITA REDONDA,44000 OLIVEIRA SILVA,7
MOITA REDONDA,44123 GAVIÃO SILVA,3
MOITA REDONDA,44900 SHEIK DO DR BRUNO,2
MOITA REDONDA,45123 DUDU DA CAPONGA,1
MOITA REDONDA,45222 YURI MOTA,1
MOITA REDONDA,45678 JUNIOR DO ZE AIRTON,13
MOITA REDONDA,45777 BRUMARK,260
MOITA REDONDA,10000 LUZIANE DO MUCURA,6
MOITA REDONDA,10456 GLEIDSON DA BOA AGUA,8
MOITA REDONDA,11111 PASTORA HELENA CORDEIRO,3
MOITA REDONDA,12123 NENEM DA VIUVA,3
MOITA REDONDA,12555 HELIO ALEGRIA,1
MOITA REDONDA,13222 FÁBIA NAPOLEAO,2
MOITA REDONDA,18133 ANIZIA,1
MOITA REDONDA,22100 NÚBIA DO ABRIGO MASCOTINHO,5
MOITA REDONDA,22444 EDILENE QUEROGA,2
MOITA REDONDA,22678 PASTORA PATRÍCIA,3
MOITA REDONDA,22777 GUI DA PADARIA,1
MOITA REDONDA,27456 ENFERMEIRA MARCIA,1
MOITA REDONDA,28777 CLENILDO QUEIROZ,2
MOITA REDONDA,40111 ALLISON CAMILO,1
MOITA REDONDA,40123 BETO RAMIRES,2
MOITA REDONDA,44567 NETO DANTAS,4
MOITA REDONDA,44789 LUCIÉDSON FREITAS,2
MOITA REDONDA,45000 MAJU,3
MOITA REDONDA,45555 FRANCISCO DO BALBINO,2
MOITA REDONDA,10333 DAVID GARCÊS,1
MOITA REDONDA,11789 EDUARDO CRUZ,2
MOITA REDONDA,28888 VALDECIR,2
MOITA REDONDA,44111 DODÓ,1
GUANACES(CHORO ANGICO),10123 PAULINHO PROMOÇÕES,1
GUANACES(CHORO ANGICO),10333 DAVID GARCÊS,1
GUANACES(CHORO ANGICO),10456 GLEIDSON DA BOA AGUA,2
GUANACES(CHORO ANGICO),10777 PAULO DA JUDITE,22
GUANACES(CHORO ANGICO),10789 FLÁVIO CASCAVELENSE,5
GUANACES(CHORO ANGICO),11000 FREITAS DA SAÚDE,4
GUANACES(CHORO ANGICO),11222 SEBASTIÃO UCHÔA,8
GUANACES(CHORO ANGICO),12777 VITORIA MARTINS,1
GUANACES(CHORO ANGICO),13123 PROFESSOR ADEILDO,9
GUANACES(CHORO ANGICO),13444 TIAGO ROCHA,10
GUANACES(CHORO ANGICO),22555 RAFAEL OLIVEIRA,2
GUANACES(CHORO ANGICO),22999 PITANGA DA FUNERÁRIA,2
GUANACES(CHORO ANGICO),27123 MARCIO RABELO,2
GUANACES(CHORO ANGICO),28028 MAILSON,1
GUANACES(CHORO ANGICO),28123 PRISCILA LIMA,6
GUANACES(CHORO ANGICO),40555 NOVO CONSTRUÇÃO,4
GUANACES(CHORO ANGICO),44555 LURDENIS VIEIRA,1
GUANACES(CHORO ANGICO),45121 MAZE,1
GUANACES(CHORO UMARI-1),10000 LUZIANE DO MUCURA,4
GUANACES(CHORO UMARI-1),10123 PAULINHO PROMOÇÕES,3
GUANACES(CHORO UMARI-1),10456 GLEIDSON DA BOA AGUA,20
GUANACES(CHORO UMARI-1),10777 PAULO DA JUDITE,7
GUANACES(CHORO UMARI-1),10789 FLÁVIO CASCAVELENSE,1
GUANACES(CHORO UMARI-1),11000 FREITAS DA SAÚDE,39
GUANACES(CHORO UMARI-1),11222 SEBASTIÃO UCHÔA,5
GUANACES(CHORO UMARI-1),12123 NENEM DA VIUVA,1
GUANACES(CHORO UMARI-1),13123 PROFESSOR ADEILDO,7
GUANACES(CHORO UMARI-1),13444 TIAGO ROCHA,3
GUANACES(CHORO UMARI-1),13456 ENFERMEIRA LEUDA CARVALHO,3
GUANACES(CHORO UMARI-1),13789 PROFESSOR ERIVAN,5
GUANACES(CHORO UMARI-1),18777 FABIO MARTINS,1
GUANACES(CHORO UMARI-1),20333 CELIA DAS MARIAS,3
GUANACES(CHORO UMARI-1),22000 CLAUDEMIR TOCA FOGO,5
GUANACES(CHORO UMARI-1),22111 VINÍCIUS OLINDA,2
GUANACES(CHORO UMARI-1),22555 RAFAEL OLIVEIRA,1
GUANACES(CHORO UMARI-1),22777 GUI DA PADARIA,1
GUANACES(CHORO UMARI-1),22999 PITANGA DA FUNERÁRIA,3
GUANACES(CHORO UMARI-1),27123 MARCIO RABELO,6
GUANACES(CHORO UMARI-1),27456 ENFERMEIRA MARCIA,3
GUANACES(CHORO UMARI-1),28000 VLADIA DE OLIVEIRA,1
GUANACES(CHORO UMARI-1),28007 JOSUÉ CORREIA,20
GUANACES(CHORO UMARI-1),28123 PRISCILA LIMA,4
GUANACES(CHORO UMARI-1),28777 CLENILDO QUEIROZ,5
GUANACES(CHORO UMARI-1),28888 VALDECIR,9
GUANACES(CHORO UMARI-1),40000 VIEIRA DO TIQUINHO,5
GUANACES(CHORO UMARI-1),40111 ALLISON CAMILO,7
GUANACES(CHORO UMARI-1),40123 BETO RAMIRES,10
GUANACES(CHORO UMARI-1),40555 NOVO CONSTRUÇÃO,8
GUANACES(CHORO UMARI-1),44111 DODÓ,1
GUANACES(CHORO UMARI-1),44444 KEKEU DO MUCURA,3
GUANACES(CHORO UMARI-1),44789 LUCIÉDSON FREITAS,7
GUANACES(CHORO UMARI-1),44900 SHEIK DO DR BRUNO,4
GUANACES(CHORO UMARI-1),45678 JUNIOR DO ZE AIRTON,1
GUANACES(CHORO UMARI-1),70100 RUBENILTON,6
JACARECOARA,10000 LUZIANE DO MUCURA,19
JACARECOARA,10123 PAULINHO PROMOÇÕES,5
JACARECOARA,10456 GLEIDSON DA BOA AGUA,41
JACARECOARA,10777 PAULO DA JUDITE,23
JACARECOARA,10789 FLÁVIO CASCAVELENSE,24
JACARECOARA,11000 FREITAS DA SAÚDE,7
JACARECOARA,11111 PASTORA HELENA CORDEIRO,1
JACARECOARA,11222 SEBASTIÃO UCHÔA,161
JACARECOARA,11888 SÉRGIO DO TANGA,1
JACARECOARA,12123 NENEM DA VIUVA,1
JACARECOARA,12888 NETO POLI,25
JACARECOARA,13123 PROFESSOR ADEILDO,51
JACARECOARA,13222 FÁBIA NAPOLEAO,4
JACARECOARA,13444 TIAGO ROCHA,108
JACARECOARA,13789 PROFESSOR ERIVAN,17
JACARECOARA,18888 PROFESSOR SILVESTRE,1
JACARECOARA,22000 CLAUDEMIR TOCA FOGO,5
JACARECOARA,22100 NÚBIA DO ABRIGO MASCOTINHO,7
JACARECOARA,22111 VINÍCIUS OLINDA,13
JACARECOARA,22222 RAFAEL AZEVEDO,1
JACARECOARA,22300 GILBERTO DA MANGABEIRA,21
JACARECOARA,22999 PITANGA DA FUNERÁRIA,2
JACARECOARA,27000 LAURO CARDOSO,75
JACARECOARA,27456 ENFERMEIRA MARCIA,5
JACARECOARA,27888 MARCELO DO PAREDÃO,8
JACARECOARA,27999 JUNIOR GENRO JULIO,21
JACARECOARA,28123 PRISCILA LIMA,26
JACARECOARA,28456 HAVAGARDO SILVA,1
JACARECOARA,28666 FANTIQUIM,5
JACARECOARA,28777 CLENILDO QUEIROZ,2
JACARECOARA,28888 VALDECIR,4
JACARECOARA,40000 VIEIRA DO TIQUINHO,11
JACARECOARA,40123 BETO RAMIRES,13
JACARECOARA,40444 ADONIAS DO TURISMO,5
JACARECOARA,40456 JORDANA BRAGA,51
JACARECOARA,40555 NOVO CONSTRUÇÃO,12
JACARECOARA,44000 OLIVEIRA SILVA,5
JACARECOARA,44444 KEKEU DO MUCURA,11
JACARECOARA,44555 LURDENIS VIEIRA,3
JACARECOARA,45555 FRANCISCO DO BALBINO,6
JACARECOARA,45888 ZE DO JORNAL,3
JACARECOARA,70100 RUBENILTON,4
JACARECOARA,22555 RAFAEL OLIVEIRA,2
JACARECOARA,27555 FAFA,1
JACARECOARA,28007 JOSUÉ CORREIA,3
JACARECOARA,44111 DODÓ,1
JACARECOARA,44567 NETO DANTAS,4
JACARECOARA,45777 BRUMARK,1
JACARECOARA,10555 PROFESSORA ADRIANA,2
JACARECOARA,10610 KINZINHO DO VOLMIR,1
JACARECOARA,11234 TIA LURDES,2
JACARECOARA,12666 MARIA ELENICE,1
JACARECOARA,13567 PROFESSOR OZELITO,2
JACARECOARA,44456 JEOVANE DO GÁS,1
JACARECOARA,45222 YURI MOTA,1
JACARECOARA,45789 PATRICIA,2
JACARECOARA,70123 LU MAIA,1
JACARECOARA,18235 CLENILSON DA MANGABEIRA,1
JACARECOARA,22333 TAZIA XAVIER,1
JACARECOARA,22888 LEIDIANE CIRÍACO,1
JACARECOARA,27123 MARCIO RABELO,1
JACARECOARA,40222 NETA FREITAS,1
JACARECOARA,44789 LUCIÉDSON FREITAS,1
JACARECOARA,44900 SHEIK DO DR BRUNO,2
SITIO COAÇU,10000 LUZIANE DO MUCURA,3
SITIO COAÇU,10123 PAULINHO PROMOÇÕES,11
SITIO COAÇU,10333 DAVID GARCÊS,9
SITIO COAÇU,10456 GLEIDSON DA BOA AGUA,4
SITIO COAÇU,10777 PAULO DA JUDITE,19
SITIO COAÇU,10789 FLÁVIO CASCAVELENSE,6
SITIO COAÇU,11000 FREITAS DA SAÚDE,11
SITIO COAÇU,11111 PASTORA HELENA CORDEIRO,4
SITIO COAÇU,11222 SEBASTIÃO UCHÔA,7
SITIO COAÇU,11234 TIA LURDES,1
SITIO COAÇU,11444 EVILÁSIO DANTAS,2
SITIO COAÇU,11666 LIBERATO FILHO,1
SITIO COAÇU,11789 EDUARDO CRUZ,5
SITIO COAÇU,12888 NETO POLI,5
SITIO COAÇU,13000 MARIA JÔ,6
SITIO COAÇU,13123 PROFESSOR ADEILDO,4
SITIO COAÇU,13222 FÁBIA NAPOLEAO,2
SITIO COAÇU,13444 TIAGO ROCHA,20
SITIO COAÇU,13789 PROFESSOR ERIVAN,9
SITIO COAÇU,18777 FABIO MARTINS,1
SITIO COAÇU,20333 CELIA DAS MARIAS,1
SITIO COAÇU,22000 CLAUDEMIR TOCA FOGO,6
SITIO COAÇU,22100 NÚBIA DO ABRIGO MASCOTINHO,5
SITIO COAÇU,22111 VINÍCIUS OLINDA,23
SITIO COAÇU,22222 RAFAEL AZEVEDO,11
SITIO COAÇU,22300 GILBERTO DA MANGABEIRA,1
SITIO COAÇU,22999 PITANGA DA FUNERÁRIA,21
SITIO COAÇU,27000 LAURO CARDOSO,2
SITIO COAÇU,27123 MARCIO RABELO,1
SITIO COAÇU,27456 ENFERMEIRA MARCIA,13
SITIO COAÇU,27777 SERGINHO PARATLETA,3
SITIO COAÇU,28123 PRISCILA LIMA,24
SITIO COAÇU,28333 ADILENE NOBRE,1
SITIO COAÇU,28888 VALDECIR,17
SITIO COAÇU,40000 VIEIRA DO TIQUINHO,13
SITIO COAÇU,40111 ALLISON CAMILO,3
SITIO COAÇU,40123 BETO RAMIRES,2
SITIO COAÇU,40444 ADONIAS DO TURISMO,3
SITIO COAÇU,40555 NOVO CONSTRUÇÃO,12
SITIO COAÇU,44444 KEKEU DO MUCURA,2
SITIO COAÇU,44555 LURDENIS VIEIRA,2
SITIO COAÇU,44567 NETO DANTAS,4
SITIO COAÇU,44789 LUCIÉDSON FREITAS,1
SITIO COAÇU,45111 BAMBAM DAS PEGADINHAS,2
SITIO COAÇU,45555 FRANCISCO DO BALBINO,6
SITIO COAÇU,45678 JUNIOR DO ZE AIRTON,1
SITIO COAÇU,45777 BRUMARK,3
SITIO COAÇU,45888 ZE DO JORNAL,2
SITIO COAÇU,70100 RUBENILTON,3
SITIO COAÇU,70133 LEILDA LELÊ,1
SITIO COAÇU,70888 DINIZ,2
SITIO COAÇU,18024 JOJO,1
SITIO COAÇU,44123 GAVIÃO SILVA,1
SITIO PEDRO DE SOUZA,10000 LUZIANE DO MUCURA,5
SITIO PEDRO DE SOUZA,10111 PROFESSORA NONATA COSTA,10
SITIO PEDRO DE SOUZA,10123 PAULINHO PROMOÇÕES,11
SITIO PEDRO DE SOUZA,10555 PROFESSORA ADRIANA,1
SITIO PEDRO DE SOUZA,10610 KINZINHO DO VOLMIR,1
SITIO PEDRO DE SOUZA,10789 FLÁVIO CASCAVELENSE,2
SITIO PEDRO DE SOUZA,11000 FREITAS DA SAÚDE,62
SITIO PEDRO DE SOUZA,11222 SEBASTIÃO UCHÔA,1
SITIO PEDRO DE SOUZA,11666 LIBERATO FILHO,1
SITIO PEDRO DE SOUZA,11789 EDUARDO CRUZ,12
SITIO PEDRO DE SOUZA,11999 JAIRO TAXISTA,4
SITIO PEDRO DE SOUZA,12123 NENEM DA VIUVA,6
SITIO PEDRO DE SOUZA,12777 VITORIA MARTINS,2
SITIO PEDRO DE SOUZA,12888 NETO POLI,20
SITIO PEDRO DE SOUZA,13000 MARIA JÔ,3
SITIO PEDRO DE SOUZA,13123 PROFESSOR ADEILDO,4
SITIO PEDRO DE SOUZA,13222 FÁBIA NAPOLEAO,1
SITIO PEDRO DE SOUZA,13444 TIAGO ROCHA,4
SITIO PEDRO DE SOUZA,13789 PROFESSOR ERIVAN,9
SITIO PEDRO DE SOUZA,22000 CLAUDEMIR TOCA FOGO,4
SITIO PEDRO DE SOUZA,22100 NÚBIA DO ABRIGO MASCOTINHO,2
SITIO PEDRO DE SOUZA,22111 VINÍCIUS OLINDA,10
SITIO PEDRO DE SOUZA,22888 LEIDIANE CIRÍACO,1
SITIO PEDRO DE SOUZA,22999 PITANGA DA FUNERÁRIA,2
SITIO PEDRO DE SOUZA,27000 LAURO CARDOSO,3
SITIO PEDRO DE SOUZA,27123 MARCIO RABELO,2
SITIO PEDRO DE SOUZA,27777 SERGINHO PARATLETA,1
SITIO PEDRO DE SOUZA,27999 JUNIOR GENRO JULIO,12
SITIO PEDRO DE SOUZA,28028 MAILSON,1
SITIO PEDRO DE SOUZA,28123 PRISCILA LIMA,11
SITIO PEDRO DE SOUZA,28666 FANTIQUIM,3
SITIO PEDRO DE SOUZA,28888 VALDECIR,41
SITIO PEDRO DE SOUZA,40000 VIEIRA DO TIQUINHO,1
SITIO PEDRO DE SOUZA,40111 ALLISON CAMILO,7
SITIO PEDRO DE SOUZA,40123 BETO RAMIRES,3
SITIO PEDRO DE SOUZA,40444 ADONIAS DO TURISMO,16
SITIO PEDRO DE SOUZA,40555 NOVO CONSTRUÇÃO,5
SITIO PEDRO DE SOUZA,44000 OLIVEIRA SILVA,4
SITIO PEDRO DE SOUZA,44123 GAVIÃO SILVA,1
SITIO PEDRO DE SOUZA,44567 NETO DANTAS,3
SITIO PEDRO DE SOUZA,44789 LUCIÉDSON FREITAS,1
SITIO PEDRO DE SOUZA,44900 SHEIK DO DR BRUNO,4
SITIO PEDRO DE SOUZA,45000 MAJU,19
SITIO PEDRO DE SOUZA,45112 LUCIANA,1
SITIO PEDRO DE SOUZA,45123 DUDU DA CAPONGA,5
SITIO PEDRO DE SOUZA,45555 FRANCISCO DO BALBINO,12
SITIO PEDRO DE SOUZA,45678 JUNIOR DO ZE AIRTON,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),10000 LUZIANE DO MUCURA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),10456 GLEIDSON DA BOA AGUA,17
PITOMBEIRAS(LOCALIDADE DE CRUZ),10777 PAULO DA JUDITE,4
